model,metric,source,genre,gap,p_perm,p_maxT,perm_q,perm_q_by,maxT_q,maxT_q_by
homograph_binary,content_distance,raw,Hymn,-0.016676716307267858,0.775022497750225,1.0,0.8935619258586961,1.0,1.0,1.0
homograph_binary,content_distance,raw,Lament,0.038672138230430086,0.0040995900409959,0.4243575642435756,0.012572076125720762,0.06417327221742876,0.8599606705996068,1.0
homograph_binary,content_distance,raw,Praise,0.014395557408457882,0.1782821717828217,0.9367063293670633,0.26454773877450966,1.0,1.0,1.0
homograph_binary,content_distance,raw,Royal,0.04554511199561617,0.056194380561943806,0.31196880311968805,0.23677632236776322,1.0,1.0,1.0
homograph_binary,content_distance,raw,Thanksgiving,0.09712411335687388,0.0016998300169983002,0.009499050094990502,0.0090768700907687,0.04572351358155039,0.045552201536603096,0.2294630951859314
homograph_binary,content_distance,raw,Trust,-0.007279887732925983,0.5585441455854414,1.0,0.9136062003555743,1.0,1.0,1.0
homograph_binary,content_distance,raw,Wisdom,0.09964620627108078,0.0008999100089991,0.0072992700729927005,0.0015355607296413216,0.007735180869059275,0.011200604077523282,0.05680340986214812
homograph_binary,content_distance,length_controlled,Hymn,-0.009533726606869505,0.6592340765923408,1.0,0.7817348135316339,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Lament,0.04184467873589097,0.0014998500149985001,0.3625637436256374,0.0029997000299970002,0.015311756361528601,0.6381435930481025,1.0
homograph_binary,content_distance,length_controlled,Praise,0.015674982089869848,0.1546845315468453,0.9159084091590841,0.2258885222588852,1.0,0.9997000299970003,1.0
homograph_binary,content_distance,length_controlled,Royal,0.04306597371999889,0.0634936506349365,0.34236576342365765,0.2756936427569364,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Thanksgiving,0.09772870314187931,0.0014998500149985001,0.007699230076992301,0.007103637462340723,0.03578361932469161,0.034969836349698365,0.1761558523247099
homograph_binary,content_distance,length_controlled,Trust,-0.0029784557946906758,0.5149485051494851,1.0,0.8553490329979349,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Wisdom,0.08506396026376037,0.003999600039996,0.0245975402459754,0.006142242918565286,0.0309407234762371,0.03530937228857759,0.1790700512401965
homograph_binary,structural_distance,raw,Hymn,0.06265257573888633,0.0004999500049995,0.057894210578942104,0.001235987512359875,0.006268260601226391,0.16676281089839734,0.8512289579309968
homograph_binary,structural_distance,raw,Lament,0.045564919805481385,0.00019998000199980003,0.21397860213978603,0.0006344193166890208,0.0032383484718635207,0.7773222677732228,1.0
homograph_binary,structural_distance,raw,Praise,-0.005962261032804561,0.6766323367663234,1.0,0.8084710516290142,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Royal,0.011444143603039802,0.3237676232376762,0.9475052494750525,0.6752044795520448,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Thanksgiving,0.04346504145483315,0.0628937106289371,0.24467553244675533,0.2171782821717828,1.0,0.7997200279972003,1.0
homograph_binary,structural_distance,raw,Trust,0.03056994971392324,0.19918008199180082,0.5046495350464953,0.451876380989352,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Wisdom,-0.0037264091960269585,0.5520447955204479,1.0,0.8575002148907916,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Hymn,0.0329681393289672,0.020597940205979402,0.32186781321867813,0.04166401541664016,0.21129736644861327,0.6453056821977377,1.0
homograph_binary,structural_distance,length_controlled,Lament,0.032380653714912354,0.0007999200079992001,0.33396660333966605,0.0052566171954233154,0.026832030195440598,1.0,1.0
homograph_binary,structural_distance,length_controlled,Praise,-0.011279222443869863,0.8605139486051395,1.0,0.9350353853503538,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Royal,0.021746807554781974,0.1498850114988501,0.6219378062193781,0.47778972102789724,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Thanksgiving,0.0409525210985347,0.046995300469953004,0.1877812218778122,0.19545128820451288,0.9845596049500949,0.7361538355968325,1.0
homograph_binary,structural_distance,length_controlled,Trust,0.012694299853330555,0.34006599340065996,0.8817118288171183,0.5923538793661618,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Wisdom,0.05687367178882495,0.007899210078992101,0.054394560543945605,0.03762123787621238,0.18951193129195226,0.2229862728012913,1.0
homograph_binary,structural_distance,length_and_content_controlled,Hymn,0.03619515861906205,0.006299370062993701,0.200979902009799,0.030256974302569743,0.15344701951802206,0.7530980235309802,1.0
homograph_binary,structural_distance,length_and_content_controlled,Lament,0.018216875893647125,0.013298670132986702,0.6522347765223477,0.09493450654934507,0.4845864653296572,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Praise,-0.016584961916133952,0.9748025197480252,1.0,0.9998000199980002,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Royal,0.00716964023378072,0.3417658234176582,0.9619038096190381,0.653853133205198,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Thanksgiving,0.007872863663506095,0.34636536346365365,0.9518048195180482,0.6973625218123349,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Trust,0.013702461163226475,0.3046695330466953,0.8051194880511949,0.6328121286232032,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Wisdom,0.028080834320106322,0.08049195080491951,0.36196380361963804,0.3429337066293371,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Hymn,0.001001605007375797,0.46085391460853914,0.9996000399960004,0.9906327549063277,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Lament,0.00916545966991611,0.0007999200079992001,0.24817518248175183,0.008322977226086915,0.04248404780944761,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Praise,-0.009825596823026264,0.9995000499950005,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Royal,0.007153787912159218,0.1024897510248975,0.47155284471552844,0.6054204103399183,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Thanksgiving,0.005008449774310843,0.22617738226177383,0.7709229077092291,0.5675432456754325,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Trust,0.019371632581461042,0.0016998300169983002,0.0022997700229977,0.006306036063060361,0.03176580943560343,0.009153923317345686,0.046111658858134
homograph_binary,adjacent_similarity_distance,raw,Wisdom,0.004588983143107607,0.25077492250774924,0.8245175482451755,0.478972102789721,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Hymn,-3.0575062533254316e-05,0.5533446655334466,1.0,0.9888124823881249,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Lament,0.00870701954637327,0.0010998900109989002,0.2856714328567143,0.006132720061327201,0.03130403522801403,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Praise,-0.010010476924005487,0.9994000599940006,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Royal,0.007512029660498599,0.0893910608939106,0.42495750424957507,0.5933406659334066,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Thanksgiving,0.004921085021913339,0.23367663233676633,0.785921407859214,0.570564565165105,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Trust,0.01875006479193041,0.0017998200179982,0.0022997700229977,0.005930441438614759,0.02987380197705651,0.00831250208312502,0.04187311243784088
homograph_binary,adjacent_similarity_distance,length_controlled,Wisdom,0.006696154556560375,0.13408659134086592,0.53004699530047,0.5675432456754325,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Hymn,0.0005466241434221443,0.48975102489751027,0.9998000199980002,0.9942005799420058,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Lament,0.0061736224461900495,0.014598540145985401,0.5797420257974203,0.05621660056216601,0.28695365625679525,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Praise,-0.010959485385094203,0.9999000099990001,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Royal,0.004904691852328126,0.2054794520547945,0.75002499750025,0.7104800631048007,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Thanksgiving,-0.0009956915103431462,0.6036396360363964,1.0,0.8511761727053102,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Trust,0.018930389064962527,0.0030996900309969004,0.0046995300469953,0.011107222611072227,0.055951141619528764,0.01651034896510349,0.08316866470412534
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Wisdom,0.0015461379529543781,0.4450554944505549,0.9962003799620038,0.8145504290150695,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Hymn,-0.0001305975549071997,0.557044295570443,1.0,1.0,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Lament,0.007818196363904066,0.000999900009999,0.26047395260473954,0.0108716401087164,0.05549351699511578,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Praise,-0.009243455279430261,0.9995000499950005,1.0,1.0,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Royal,0.006294587213812375,0.100989901009899,0.46335366463353667,0.8627803886278039,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Thanksgiving,0.003657590805121555,0.2813718628137186,0.8741125887411259,0.8091009080910091,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,raw,Trust,0.016908133347961443,0.0013998600139986002,0.0018998100189981002,0.005374462553744626,0.027073133041707467,0.007426530074265301,0.037410147475813955
homograph_binary,step_magnitude_distance,raw,Wisdom,0.0045653121392862026,0.21607839216078392,0.7490250974902509,0.557944205579442,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Hymn,-0.0006602735026053153,0.6062393760623938,1.0,1.0,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Lament,0.00758294215392712,0.0012998700129987,0.28447155284471554,0.008049195080491952,0.04108654623676841,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Praise,-0.00933832878605137,0.9994000599940006,1.0,1.0,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Royal,0.006478423390356094,0.0907909209079092,0.4333566643335666,0.8726644576921619,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Thanksgiving,0.003612758503694116,0.2870712928707129,0.8841115888411158,0.7840852278408523,1.0,1.0,1.0
homograph_binary,step_magnitude_distance,length_controlled,Trust,0.01658916816196702,0.0013998600139986002,0.0016998300169983002,0.005503449655034497,0.027722888234708448,0.006961208641040657,0.035066153273068716
